Title: B. mixtus workers (2023) 
BT10 
BTMS0104 
BTMS0057 
BTMS0086 
BTMS0066 
BTMS0062 
BTMS0136 
BTERN01 
BTMS0126 
BTMS0059 
BL13 
BTMS0083 
B126 
Pop 
E_ED17_01_01, 132146 266266 124128 274274 146182 241269 162172 107111 167185 350350 168168 280282 147147 
E_ED17_28_01, 132150 266268 124124 274277 140155 243247 174180 113113 167171 350350 168176 278284 147147 
E_ED17_28_02, 128136 266266 126128 274274 134146 243247 172180 109109 165181 350350 170174 274276 147147 
E_ED18_01_01, 138138 266266 128132 274274 143146 243255 166168 111111 167175 350358 168178 290300 145145 
E_ED18_01_02, 140140 266266 126126 274277 140143 255269 170178 109113 169179 350358 168176 280296 145147 
E_ED18_01_03, 132134 266266 122124 274277 134146 243251 176182 111111 167177 350350 170176 276276 147147 
E_ED18_01_04, 134136 266266 128130 274274 140149 243263 166176 109111 165173 350350 174176 270280 147147 
E_ED18_09_01, 132138 266266 124132 274274 146149 251269 168170 109111 167177 350350 170170 268280 147149 
E_ED18_10_01, 138138 266268 124130 274274 134137 241255 172180 111111 163187 350350 170170 268270 147147 
E_ED18_11_01, 134142 266266 124130 274274 146146 241243 170172 109111 167169 350350 166174 268278 147147 
E_ED18_13_01, 134138 266266 126126 274274 140143 241241 172182 107111 169171 350350 170172 276276 145147 
E_ED18_13_02, 132144 266266 122134 274274 149152 235261 174178 113000 167169 350350 168172 278280 147147 
E_ED18_13_03, 132140 266266 124124 274274 134149 241255 174178 109113 167169 350354 172196 278280 145145 
E_ED18_13_04, 134140 266268 124126 274277 146146 239269 176182 109113 167177 350354 168178 268302 145147 
E_ED18_17_01, 132136 266266 126128 274274 000000 000000 178178 107107 167171 350350 168168 276276 147147 
E_ED18_28_01, 134146 266266 124126 274277 143146 235243 178178 107109 167173 350350 168174 280296 147147 
E_ED19_10_05, 140142 266266 122124 274274 140143 235243 168174 111111 171173 350350 170172 268298 145147 
E_ED19_10_06, 134134 266266 116128 274277 137146 243247 166172 111111 171173 350350 168174 280298 145147 
E_ED19_10_07, 136144 266266 116126 274274 140146 235249 176178 107113 169177 350350 170176 268276 145147 
E_ED19_10_08, 138138 266266 126128 274274 140143 239243 176176 109115 173193 350354 172174 282292 000000 
E_ED19_10_09, 132142 266266 122126 274274 119140 251273 170180 109111 169173 350350 174182 274278 147147 
E_ED19_10_10, 134140 266266 126130 274277 140146 241241 176184 109111 171171 350350 168176 000000 147147 
E_ED19_10_11, 132134 266266 126126 274277 140140 235243 178184 111111 165175 350350 174190 276298 145147 
E_ED19_10_12, 132140 266266 124130 274274 140146 241243 166180 109113 169177 350350 174182 280294 147151 
E_ED19_10_13, 130132 266268 124128 274277 140146 235243 172180 107107 169173 350350 170176 276280 145145 
E_ED19_10_14, 132134 266268 124130 277277 143146 235243 174184 111111 167169 350350 166176 000000 147147 
E_ED19_10_15, 136140 266268 128130 274277 134140 235245 154174 107113 169169 350362 172178 268278 145000 
E_ED19_11_01, 132134 266266 126128 274274 143164 243267 170184 109113 173187 350350 168168 276276 145147 
E_ED19_11_02, 134134 266266 130130 274277 146146 247253 184186 105111 165167 350350 170174 276280 145147 
E_ED19_11_03, 134136 268268 130132 274277 146155 241257 178180 111111 169189 350350 168178 274276 145147 
E_ED19_19A_01, 132140 266266 130130 274274 140146 237269 168178 111111 167167 350350 172176 268276 000000 
E_ED19_27B_02, 138140 266266 122128 274274 140146 241247 174180 111111 167169 350350 170170 276276 145147 
E_ED19_27B_03, 142144 266266 124126 274274 146146 255261 180182 111115 167173 350350 170186 270280 147147 
E_ED19_33_01, 136136 266266 126128 274274 137140 241241 178184 111115 169177 350354 168174 280294 145147 
E_ED19_35_01, 132000 266268 124124 274277 146146 247267 172184 109113 169169 350350 168170 276280 145145 
E_ED20_09_01, 134138 266266 130132 274277 140161 243253 176186 111117 171171 350350 172176 000000 145147 
E_ED20_09_02, 134134 266266 122130 274277 143149 235241 186192 109109 169171 350354 170174 268278 145149 
E_ED20_10_04, 134144 266268 128130 274277 119146 241000 188188 111111 167173 350354 172172 282284 145145 
E_ED20_10_05, 138138 266266 130132 274274 143146 241241 176178 109109 169169 350350 176214 000000 145147 
E_ED20_10_06, 134140 266266 124128 274274 137140 241247 178188 109111 171171 350350 170174 270280 145145 
E_ED20_10_07, 132138 266266 124128 274274 143161 235245 176180 109111 167171 350350 172174 276280 147147 
E_ED20_10_08, 138144 266266 124128 274274 143146 241243 170180 000000 169171 350354 170174 276278 147147 
E_ED20_10_09, 132132 266266 126130 274277 146146 235259 168178 111111 167167 350350 168168 268280 147147 
E_ED20_10_10, 132138 266266 122124 274277 137140 231241 172174 111000 169171 350350 170176 270302 000000 
E_ED20_10_11, 134138 266266 124130 274274 176182 243269 170170 113113 169171 350350 172172 280280 147147 
E_ED20_10_12, 134144 266266 126130 274274 137146 243255 174180 111111 167171 350350 172188 268276 145000 
E_ED20_10_13, 132134 266266 122122 274274 140140 259000 180188 111113 169193 350350 172172 294294 145147 
E_ED20_10_14, 132138 266266 126126 274274 146155 233241 164174 113000 169173 350354 170172 268278 147147 
E_ED20_10_15, 132136 266266 124128 274277 143146 243249 168170 109113 177185 350350 170176 272284 147147 
E_ED20_10_16, 134134 266266 124126 274274 146146 241247 168178 111111 169169 350350 172172 280296 147147 
E_ED20_10_17, 134138 266266 126126 274274 140143 243289 170172 105113 169173 350354 172174 268284 145145 
E_ED20_10_18, 134134 266266 124128 274274 140146 245269 176180 107113 171171 350354 170180 270276 000000 
E_ED20_10_19, 128138 266266 126126 274277 140146 235269 168184 113113 177177 350350 174174 276276 147147 
E_ED20_11_04, 134136 266266 126130 274277 143143 257000 176176 111000 167169 350350 170178 280294 000000 
E_ED20_11_05, 134134 266266 122130 274277 146149 247251 176178 111111 169179 350354 170176 276280 147147 
E_ED20_13_01, 128138 266268 122132 277277 140146 241247 174176 109000 169179 350350 172176 274278 145147 
E_ED20_13_02, 130144 266268 124124 274274 140146 231241 166168 111111 169171 350350 170170 280282 147147 
E_ED20_15A_01, 134138 266268 124130 274277 140143 241243 174192 109113 169169 350350 166172 276280 000000 
E_ED20_16A_01, 134138 266266 124128 274277 146146 241000 168176 111113 167171 350350 168174 268276 147149 
E_ED20_19A_01, 136138 266268 122124 274274 143146 241245 166178 111000 165171 350350 170172 280294 145147 
E_ED20_28_01, 142144 266266 124124 274277 143146 243255 178190 111111 177181 350350 170170 276280 145147 
E_ED20_29_01, 132134 266268 124126 274274 146155 241267 176180 113113 167171 350350 170174 268276 145147 
E_ED20_33_04, 138138 266266 130132 274000 140143 251253 166180 107111 169169 350350 174182 276284 147147 
E_ED20_33_05, 134144 266266 130130 274277 134140 245255 180186 111111 169173 350350 168168 276298 147147 
E_ED20_33_06, 132140 266266 122124 274274 146149 241241 180184 109111 167173 350354 168174 276280 145147 
E_ED20_33_07, 128132 266266 124130 274274 146158 239269 180192 113000 171171 350350 170172 276290 000000 
E_ED20_33_08, 132152 266266 122128 277277 134152 251269 160172 109111 173179 350350 170190 270280 145147 
E_ED20_35_01, 134134 266266 126130 274277 146146 243247 174178 113115 167169 350350 172176 268276 145147 
E_ED21_05_01, 134134 266268 116128 274277 146158 241269 174176 111111 167169 350350 168170 280290 145147 
