Title: B. impatiens workers (2022) 
BT10 
B96 
BTMS0059 
BTMS0081 
BL13 
BTMS0062 
B126 
BTERN01 
B124 
BTMS0057 
BT30 
B10 
BTMS0083 
BTMS0073 
BT28 
Pop 
E_ED10_01_01, 151173 244278 355359 308312 172172 278328 170170 135137 263275 116118 191200 206206 292308 130130 183183 
E_ED10_01_03, 157159 246254 339355 312312 172172 000000 170178 137139 265269 120124 191191 206206 290308 130133 183189 
E_ED10_01_04, 151155 244254 355363 312312 000000 272000 166168 135143 257269 122130 188191 190214 290292 130130 183183 
E_ED10_01_05, 143159 242252 355359 308312 172174 288000 168176 133143 265271 118124 191191 198206 278294 130130 183183 
E_ED10_03A_01, 157171 242278 355359 308312 172172 266272 174178 135135 259267 120124 188191 204206 284306 130130 183183 
E_ED10_06_01, 159175 240244 355355 308000 172000 272000 166168 135137 263269 118120 188191 206214 290292 130130 183183 
E_ED10_08_01, 167169 242246 355355 308308 172174 304328 170170 135135 275287 124124 188191 198204 286306 130130 183183 
E_ED10_09_01, 157163 242242 355359 308312 172172 266278 170176 135135 265267 124124 191200 198204 282284 130130 183189 
E_ED10_09_02, 173179 242254 355359 308312 172172 250288 164170 135137 261263 120124 188200 206206 292292 130130 183183 
E_ED10_09_03, 145169 240242 355359 308308 172172 266296 170170 141143 267269 124126 191191 206208 284298 130130 183183 
E_ED10_09_04, 171171 242248 339339 312312 172176 278294 166170 135137 265265 120120 191191 206210 284308 130130 183183 
E_ED10_09_05, 155157 238254 355359 308312 172174 272272 170174 133135 263275 118120 188200 206214 306318 130130 183183 
E_ED10_09_06, 159169 248254 339355 304312 172174 286306 172178 139143 267303 118120 191191 198206 284308 130130 183183 
E_ED10_10_01, 169169 242248 355355 308308 172176 306000 170172 133135 259259 116118 188191 198198 286292 130130 183183 
E_ED10_10_02, 145173 242254 339355 312312 172176 286000 172180 137139 263267 120120 191191 206206 282298 130130 183183 
E_ED10_11_03, 000000 240240 355363 312312 172172 254286 170178 133135 267271 112120 191191 198210 284298 130130 183183 
E_ED10_11_04, 157167 238248 355363 312312 172172 278000 168168 135135 265271 112124 185191 198210 282290 130130 183183 
E_ED10_12_01, 159171 242242 339355 312312 174176 294000 166174 137143 267273 120124 185191 204212 282308 130130 183183 
E_ED10_12_02, 167171 246246 355355 304312 172176 288292 178178 133143 267275 112130 191191 198206 300308 130130 183183 
E_ED10_12_03, 143169 242248 355355 308312 170172 266278 172178 135143 257271 120124 188191 190214 294294 130130 183183 
E_ED10_12_04, 171181 240246 339359 308312 172172 254000 168170 135147 263267 120120 188191 198206 284290 130130 183183 
E_ED10_12_05, 155171 242246 339339 312312 172172 278278 170170 133135 269271 116126 191000 188198 000000 130130 183183 
E_ED10_12_06, 155157 242242 355355 308308 172172 288296 170178 135143 267275 116120 191191 198208 292294 130130 183183 
E_ED10_17_01, 169187 240252 355359 312312 172172 272306 166168 137141 261265 112124 191191 198206 292294 130130 183183 
E_ED10_19A_04, 161171 240242 339355 308312 170172 272000 176178 135143 257303 116120 191191 200210 290294 130130 183183 
E_ED10_19A_05, 161179 242250 355355 312312 172172 290306 174182 135139 267271 124124 191191 190198 286288 130130 183183 
E_ED10_19A_07, 157177 242244 355355 312312 170172 278294 170178 139143 267267 120124 191191 206206 278300 130130 183183 
E_ED10_19A_08, 159173 240254 355359 312312 170176 272272 168172 135135 267267 120130 191191 206206 290290 130130 183183 
E_ED10_19A_09, 143153 238242 355355 308312 172172 272278 170170 135137 271275 120122 188188 204214 290298 130130 183183 
E_ED10_19A_10, 157177 238248 339339 308308 172172 278328 168174 135135 259265 118124 191191 190206 282300 130133 183189 
E_ED10_19A_11, 157161 240242 355359 308312 172172 288298 170176 135143 261275 112122 188191 196238 288292 130130 183183 
E_ED10_19A_13, 157157 242242 355355 312312 172174 272000 170180 135143 259259 118124 191191 190206 288290 130130 183183 
E_ED10_19A_14, 155173 238278 339355 308308 172174 000000 174176 135137 265275 118122 188191 206206 290298 130130 183189 
E_ED10_19A_15, 169181 246278 355355 312312 170172 278288 170170 137141 267299 112120 188191 206212 282308 127130 183189 
E_ED10_19A_16, 157159 238242 355359 308312 172172 268272 168176 137137 265267 126126 188191 210214 282286 130130 183183 
E_ED10_19A_17, 157157 242246 355359 312312 172172 276000 170170 135135 259265 112118 191191 206214 308308 130130 183189 
E_ED10_21A_02, 167171 240260 339359 312312 170172 278000 166170 135135 265267 116120 191191 206206 288290 130130 183183 
E_ED10_21A_03, 157175 238248 339359 312312 172172 278294 170172 135143 259267 120126 185188 190204 280280 130130 183183 
E_ED10_21A_04, 157159 240254 355355 308312 172174 288310 170174 135141 267269 118120 191191 206206 284298 130130 183183 
E_ED10_21A_05, 143155 238238 355359 308312 172172 278298 168168 135147 265267 120124 188191 190198 288294 130133 183183 
E_ED10_21A_06, 153169 248256 363363 308308 172174 278278 170176 133135 267267 118126 191191 000000 000000 130130 183189 
E_ED10_21A_07, 153159 240246 355355 312312 172172 266268 168174 135000 257303 124124 191191 204206 292318 130130 183183 
E_ED10_22B_02, 157157 238240 355355 308312 172172 278288 170170 137141 261267 116124 188191 188198 286290 130130 183183 
E_ED10_22B_03, 159179 240254 339359 312312 172172 272288 168176 135141 265275 118124 191191 198206 298308 127130 183189 
E_ED10_22B_04, 167175 242254 355355 304312 172172 272000 164168 133137 265267 124126 188200 206206 290300 130130 183183 
